nom_gare;code_uic;code_postal;total_voyageurs_2022;total_voyageurs_2021;total_voyageurs_2020;total_voyageurs_2019;total_voyageurs_2018;totalvoyageurs2017;total_voyageurs_2016;total_voyageurs_2015
Rabastens - Coufouleux;615328;81800;199016;157755;122462;152727;120419;144721;131807;135819
Ranchot;718338;39700;53452;60692;61972;52998;54018;64734;67180;64787
Raon-l'Étape;144626;88110;119015;100814;84240;111001;104082;112507;110172;118162
Reuilly;597039;36260;33387;25018;18104;21607;18355;18483;18211;20358
Rilly-la-Montagne;171595;51500;92751;74796;68278;63585;64498;75260;69459;69591
Ris-Orangis;681338;91130;1133508;1059715;557733;1372333;1456780;1544557;1608103;1668234
Roissy-en-Brie;116038;77680;2879867;2912276;1913470;3304512;3326124;3354377;3322409;3272883
Romilly-sur-Seine;118158;10100;352333;281232;223817;327208;292078;295097;294493;306218
Romorantin-Lanthenay;576892;41200;0;0;0;0;0;0;0;0
Ronchin;286534;59790;60809;46563;36744;46032;41638;42290;41056;47404
Rosières;313460;80170;139903;105106;81265;111004;103309;111380;119012;124958
Rosny-sous-Bois;113704;93110;5361506;3952618;2380920;5908117;5829896;5754371;5579980;5384161
Rosporden;474155;29140;234588;159298;112547;156659;141427;159285;152470;150292
Rothau;214726;67570;158758;128195;111464;152482;149967;155932;152538;152120
Rouessé-Vassé;396259;72140;2160;1931;1363;3248;2902;1925;2492;2716
Rue;317404;80120;164345;119209;82576;105527;99067;111598;104876;112566
Ruffec;583849;16700;80719;67510;53148;73937;70610;85212;89498;96835
Saincaize-Meauce;696260;58470;2865;1083;1543;519;909;1823;2364;2798
Saint-Agne;611301;31520;1053068;948587;812374;1039740;918005;1106879;1084317;1138010
Saint-Amand-les-Eaux;343103;59230;722381;541191;491357;778244;726583;742010;686246;679655
Saint-André-le-Gaz;723494;38490;185230;138154;105410;153540;140911;140463;131514;130306
Saint-Béron - La Bridoire;741454;73520;12472;10332;11205;15911;17138;20433;19063;17741
Saint-Bonnet-de-Rochefort;641076;3800;5514;3759;4475;7943;5543;5468;5422;5012
Saint-Chamond;726307;42400;682864;512675;429784;695128;620745;679456;629237;673848
Saint-Égrève Saint-Robert;747352;38120;76528;59432;42409;72567;51709;58208;49892;54489
Sainte-Marguerite;287193;59660;4;1;1;63;16;11;8;0
Saint-Étienne Bellevue;726190;42100;127259;96721;65757;129338;112336;125617;121962;139963
Saint-Étienne Châteaucreux;726000;42000;3685091;2678707;1776534;3728728;3387131;3611638;3362571;3194896
Saint-Étienne-de-Montluc;481812;44360;134310;93075;71554;105555;83765;86526;97082;97388
Saint-Geniès-de-Malgoirès;775361;30190;82971;59597;46537;93907;80170;75110;68582;66781
Saint-Georges-de-Luzençon;783423;12100;707;390;280;1591;1189;1076;2466;11473
Saint-Georges-de-Reneins;721340;69830;74388;52829;39371;66746;57702;59201;60094;63468
Saint-Germain-des-Fossés;732206;3260;154050;123219;94690;128610;111599;127498;127026;126217
Saint-Germain-sur-Ille;478016;35250;70433;41967;41260;53527;45270;40523;41635;41942
Saint-Hilaire-de-Riez;486563;85270;65412;47392;32781;45305;36487;34439;28000;18369
Saint-Jean-de-Maurienne Arvan;742320;73300;299869;240191;225220;299781;282650;317755;307492;317461
Saint-Jory;611657;31790;241185;192959;155002;154657;134991;155313;148816;158410
Saint-Laurent-de-la-Prée - Fouras;485136;17450;39829;25188;22090;33925;27653;37600;32003;31888
Saint-Léger-sur-Dheune;694364;71510;15354;12289;11019;10019;5537;5232;5359;7003
Saint-Marcel;751701;13011;33614;30502;16471;21771;20576;24478;19709;15702
Saint-Marcellin;761718;38160;569062;450834;346192;552928;476660;534373;471767;479187
Saint-Martin du Touch;353599;31000;10826;8160;8299;11811;7464;8436;7654;8637
Saint-Maurice-de-Beynost;723536;1700;208733;153652;123255;198063;178954;183626;157458;140685
Saint-Michel Notre-Dame;547315;75005;22763184;22555924;6469340;27558327;29157305;30766769;31920430;32959046
Saint-Michel-sur-Orge;545202;91240;2863633;2116656;1640067;3466862;3439611;3427512;3345767;3252456
Saint-Omer;281444;62500;886185;712895;622485;938516;865702;913715;848920;891754
Saint-Pierre-le-Moûtier;696294;58240;17490;12023;5605;7044;8263;7990;10162;9946
Saint-Rambert-d'Albon;761106;26140;338699;248488;198906;285747;271816;296022;287389;283897
Saint-Raphaël;757526;83700;1358265;1090001;768875;1137127;1007163;1216384;1165828;1220277
Saint-Saturnin-lès-Avignon;765438;84450;28764;21222;13520;19977;16523;16460;13198;19959
Saint-Sébastien;592493;23160;4818;2989;2321;4365;4003;4868;4985;5263
Saint-Senoux - Pléchâtel;471169;35580;17992;10673;11508;16198;13570;17055;16712;19286
Saint-Sever;447714;14380;0;2;7;48;76;75;78;341
Saint-Victor-l'Abbaye;415166;76890;12871;9904;9271;13221;13998;16633;15750;14370
Saint-Victurnien;592683;87420;7943;4578;2816;2588;1825;3233;3407;4026
Saint-Vit;718320;25410;176102;112510;97734;125721;117759;156715;204056;205485
Sanry-sur-Nied;192229;57530;8579;8214;7413;9866;9595;9066;8998;9928
Santeuil - Le Perchay;381186;95640;35168;38184;10628;20305;25450;32353;39950;39355
Sarcelles - Saint-Brice;276386;95200;5440971;4889833;1368690;5638420;5684113;5658290;5628043;5570586
Sarreguemines;193615;57200;457024;377766;321471;383857;386649;418901;412311;425128
Saumur;487603;49400;815965;609788;459355;721620;647395;705455;692282;705898
Sauveterre-la-Lémance;586495;47500;1446;835;826;1405;964;943;764;882
Savigny-le-Temple - Nandy;682187;77176;3489606;2873678;2133225;4226403;4247062;4281204;4232841;4167641
Selles-sur-Cher;576868;41130;31557;27077;19177;27663;23660;26682;26725;27074
Seltz;212431;67470;49668;38509;34485;47482;43068;44815;42966;38779
Sept-Saulx;171645;51400;20435;17497;11372;7067;5180;5836;6022;6499
Sérézin-du-Rhône;722546;69360;263234;180976;150951;226973;185677;183926;174284;185564
Serqueux;411470;76440;79619;58319;45212;78511;72971;77859;79612;82764
Serres;763722;5700;11638;7988;5138;11608;13227;18488;17619;17529
Servon-sur-Vilaine;471532;35530;164831;105276;90761;123451;104001;95310;97967;107563
Servoz;746719;74310;13058;9904;8238;9679;13163;12565;10376;11302
Sète;773200;34200;1295199;1016013;700298;956935;986790;1133128;1090965;1049464
Seugy;272039;95270;60917;47222;13795;65028;56226;58733;56981;55410
Sèvres Rive Gauche;393124;92310;1725455;1413967;1140032;2089735;2206397;2355947;2460880;2555121
Sotteville-lès-Rouen;411223;76300;10827;10819;9759;20331;15913;18935;17117;17261
Soulac-sur-Mer;581371;33780;60670;53384;39215;50903;39300;36686;30531;32954
Stade de France Saint-Denis;164780;93200;7844102;4425669;3879984;9511865;9616737;9890614;9915895;9893704
Staffelfelden;182691;68850;65893;51329;50329;68825;68939;68285;64665;67839
Stephansfeld;212126;67170;29958;24881;23185;40172;37952;43225;40467;37920
Strazeele;286203;59270;55301;41989;39005;49897;47075;49485;45932;47677
Tarascon;765354;13150;209311;184601;113552;213447;196663;226304;213085;219666
Tergnier;296442;2700;507490;437936;367899;445816;453397;490504;444261;423860
Thann Centre;472605;68800;44853;34360;34474;44953;32137;27435;24094;25570
Thionville;191007;57100;3324941;2394267;1940743;2944821;2786603;2987868;2798556;2743320
Thuès les Bains;784744;66360;478;406;416;271;425;363;297;354
Tillières-sur-Avre;393587;27570;0;0;0;0;0;0;43;129
Torpes - Boussières;718114;25320;3799;3324;3100;2743;2086;1492;2373;2288
Toulon Sainte-Musse;000065;83000;0;0;0;0;0;0;0;0
Tournon;761460;7300;266;183;78;196;99;230;295;186
Tournus;725622;71700;411023;323755;252911;283246;238990;264609;244230;276964
Tours;571000;37000;6248554;4377052;3152214;4962177;4690784;4876333;4641092;4755405
Trappes;393835;78190;3413529;3020129;2197802;4133446;4193129;4291263;4324488;4341910
Triel-sur-Seine;381806;78510;771326;687786;236971;463897;505248;553796;594291;585508
Trois Chênes;184242;90000;18236;12744;14019;22181;18155;20775;21491;16508
Trouville - Deauville;444372;14200;879946;650092;493350;819956;666054;775823;734865;762553
Uckange;191130;57270;686225;455181;331562;494204;414838;397491;323709;233101
Val d'Argenteuil;381798;95100;6287678;5607085;3403105;6554397;6368082;6168065;5880591;5693475
Val de Fontenay;113712;94120;16450965;22148961;17692029;17693555;17739617;17900299;17683219;17396627
Valdahon;718544;25800;210288;147080;154754;172111;150733;173004;151751;158883
Valergues - Lansargues;773432;34130;18922;13920;8348;8308;6890;10230;11567;10254
Varennes-sur-Allier;696351;3150;103066;73017;58073;96115;81562;94465;82671;83620
Varilhes;611327;9120;54551;37204;22937;44325;33531;43364;45531;50304
Vendôme;574558;41100;105704;86749;79003;96700;64882;61995;61126;68399
Verdun;175778;55100;181819;145095;122580;136907;118817;129981;129927;137033
Verneuil-sur-Avre;393595;27130;162904;111208;85692;125230;113559;116630;115725;108410
Vernon - Giverny;415604;27200;2026943;1534074;1049402;1837607;1690478;1841973;1731626;1741912
Vierzon;576009;18100;1119849;816219;583117;871397;794124;865479;856521;885793
Vierzy;271783;2210;555;246;274;305;160;261;367;941
Vieux-Thann;182550;68800;154416;142906;141694;154545;157296;169322;169343;158063
Vif;747576;38450;41839;7873;3103;5942;5172;6809;6820;9544
Villeneuve Triage;681809;94190;1092378;1065829;450589;1322503;1381636;1439542;1472868;1502738
Villeparisis - Mitry-le-Neuf;271510;77270;3855727;3280952;2035390;4668437;4567191;4475328;4306598;4124084
Villepinte;271452;93420;2192462;2000408;1325500;2654695;2575413;2495574;2374993;2254753
Villepreux - Les Clayes;393413;78340;1665949;1318558;883515;2017279;2056096;2105241;2113817;2111452
Villers-les-Pots;713339;21130;2416;1791;1079;976;1361;6991;6220;6141
Villers-sur-Mer;444398;14640;6722;4892;3706;6889;5775;6951;6601;6884
Vimy;342576;62580;20615;14653;10616;19849;16330;15830;17949;18525
Vitré;471508;35500;976658;690968;591362;831668;756074;752567;718364;709991
Vitrolles Aéroport Marseille Provence;439554;13127;548809;407431;371747;608933;570757;662865;651615;640000
Vivoin - Beaumont;396077;72170;41499;29875;24763;48894;49243;43335;39023;43879
Walbach;182360;68230;2522;3636;3027;5326;5720;6960;5271;6899
Wissembourg;213470;67160;250964;186578;149990;206134;194074;200694;187709;194148
Wittring;193656;57137;1927;3101;5284;6744;7293;9824;13676;15023
Ygos-Saint-Saturnin;671487;40100;38618;32853;24258;24844;26203;29843;27292;22433
Yutz;191304;57110;2021;873;804;1186;1484;1300;1930;1701
Zillisheim;182196;68720;24942;22296;24257;39973;36631;33699;32455;33298
Abancourt;313759;60220;71517;51811;32396;42685;40228;43760;41096;39720
Aguilcourt - Variscourt;171702;2190;13197;12294;10436;8796;6155;7368;8979;9821
Aiguillon;586693;47190;133450;106764;89616;109094;92690;96909;90187;92826
Ailly-sur-Noye;313221;80250;128969;115954;93929;110710;99154;109757;109495;115038
Aiserey;713636;21110;33880;21511;19409;25004;24241;25375;24134;26267
Aix-en-Provence TGV;319012;13592;3739796;2916645;2059068;3594151;3597729;3699076;3403078;3388402
Aixe-sur-Vienne;592667;87700;15445;11887;8611;10016;5734;8524;8301;8442
Albert;313072;80300;524871;421455;347558;473720;447970;471473;455852;453216
Alençon;444711;61000;411567;310971;232970;400220;370206;408691;393130;434601
Alès;775288;30100;512188;397673;307874;433827;417520;461106;441259;418810
Alet-les-Bains;615187;11580;266;118;115;121;96;103;94;95
Allée de la Tour Rendez-Vous;113878;93320;857918;687434;940572;630008;651602;673383;683635;690917
Alleyras;731885;43580;1931;1447;949;1310;1013;812;598;510
Amagne - Lucquy;172262;8300;69618;48289;38365;52065;48163;47918;37854;40539
Amboise;574343;37400;784419;528945;380263;589710;556255;560417;513690;518284
Amiens;313874;80017;6004673;4729432;3694011;5360735;5244716;5447333;5229456;5324980
Anché - Voulon;575332;86700;15283;10031;7457;9770;8847;9727;11143;13583
Ancy-sur-Moselle;192419;57130;56877;49721;37560;50264;50010;49942;50233;53552
Andrézieux-Bouthéon;726406;42160;28251;21399;20292;37934;25637;23002;19698;24472
Angoulême;583005;16022;2198301;1516910;1111740;1826364;1712440;1835079;1688713;1717696
Arbois;718155;39600;81446;66112;52302;52202;44352;50131;42298;50090
Arches;144410;88380;85693;54228;40349;64056;51087;53916;52117;58746
Arleux;345421;59151;29115;23159;22092;39865;39776;45719;47584;51057
Armentières;286146;59280;850773;671188;613551;793833;761726;826628;816834;811472
Arnèke;281121;59285;122187;96189;87107;127818;120466;126380;124209;117986
Arpajon;545467;91290;1425412;1295988;812586;1725668;1714853;1714359;1677901;1635441
Artenay;543058;45410;94229;74019;60524;71415;62685;62856;60354;61368
Artix;672212;64170;65223;45644;30597;42665;33858;40928;38017;41904
Arvant;734251;43360;84627;35598;26500;51427;37485;42656;37278;43701
Assier;613075;46320;12813;10281;7173;8883;7528;9895;10561;10321
Athis-Mons;545251;91200;1391516;1064434;570450;1684717;1680397;1687816;1660228;1625618
Aubergenville Élisabethville;386730;78410;1580464;1266548;988132;1900062;1801226;1723706;1612926;1502962
Aubiet;611764;32270;12763;10844;7529;10418;7586;9714;7969;8221
Audruicq;281428;62370;281007;232323;197448;250145;233256;244600;233684;231014
Audun-le-Roman;194357;54560;5238;5934;4600;6265;4803;6641;7155;10122
Aumale;313767;76390;3752;2173;865;951;1693;2295;1727;1926
Avenay;171579;51160;31476;22380;17236;18793;12786;15908;21039;24502
Avenue Foch;381038;75016;1015827;645324;634456;1229815;1217132;1211248;1181387;1146187
Avesnes-sur-Helpe;295733;59440;142784;120372;111552;170792;153358;165722;160636;181071
Avignon TGV;318964;84000;4160030;3124201;2154016;4094962;3685875;3899905;3836804;3865578
Avion;342584;62210;54976;47150;45458;84499;78849;83024;77329;79387
Avrechy;313296;60130;5413;3941;3772;5073;6801;6887;6980;7219
Azay-sur-Cher;574442;37270;22517;13552;8865;13599;13004;13521;13090;12858
Baccarat;141416;54120;133263;101089;86853;128406;116842;129480;134114;145136
Bagnols - Chadenet;783647;48190;979;600;538;692;610;601;556;540
Bainville-sur-Madon;141531;54550;84;6;2;60;7;563;2676;3102
Balagny Saint-Épin;313569;60250;10349;7808;6145;10295;10936;11831;11228;14172
Ballan-Miré;571604;37510;39095;25746;28881;44366;38016;36096;33804;38356
Bar-le-Duc;175042;55000;422768;337714;279951;416584;381208;415280;387660;414938
Barsac;582759;33720;17614;17115;14286;19071;17065;20850;21672;23455
Bazancourt;171462;51110;298712;214092;173338;174023;165165;186025;179649;173383
Bazoches;171348;2220;2725;2487;4467;5856;8488;8864;10238;10352
Beau Marais;317610;62100;5302;5232;3180;2990;2191;3080;1828;1292
Beaulieu-sur-Mer;756379;6310;525707;396883;329716;580072;501699;541376;461285;452775
Belfort - Montbéliard TGV;300822;90400;605331;476167;360875;739793;733608;791713;739676;723873
Belleville-sur-Vie;486142;85170;113138;71832;57289;85566;73772;67909;58233;49298
Bénesse-Maremne;673285;40230;21700;16852;11675;13991;9254;8096;8446;7184
Bengy-sur-Craon;576447;18520;25974;16544;17995;16781;12622;13874;11735;7331
Béning;193250;57800;145080;109573;77404;130046;108518;126267;119276;127840
Berthelming;215335;57930;17339;18806;15676;21267;21396;20083;20717;19951
Betton;471045;35830;98453;60428;48846;69479;57640;60526;54956;59721
Bibliothèque François Mitterrand;328328;75013;22986683;10119704;11758713;27828914;28137619;28540419;28385788;28099826
Bidarray Pont Noblia;673699;64780;2804;3382;2001;2497;1739;1600;1621;957
Biffontaine;144188;88430;174;45;806;1175;1579;2871;3142;3041
Biganos Facture;582478;33380;1100339;858671;658271;958484;853936;864473;771937;789981
Bischwiller;213611;67240;690484;601949;495341;656797;597882;578058;541035;560026
Bléré - La Croix;574475;37150;207320;141435;101869;145603;139736;139181;127815;128280
Blesme - Haussignémont;174326;51340;63;202;262;77;295;307;177;110
Boigneville;684407;91720;29124;36843;17612;35444;39428;44679;48929;53891
Bois-d'Oingt - Légny;721787;69620;32577;27078;23861;35206;28578;25221;46924;49282
Bois-le-Roi;682203;77590;966054;927606;553575;1169555;1208919;1249808;1268641;1287788
Bolbec - Nointot;413351;76210;2;0;0;3280;6070;7403;7726;9072
Bollwiller;182709;68540;303384;232620;204231;298568;259569;260987;257549;258783
Bologne;142224;52310;3117;2577;1999;3479;2216;2661;5014;3077
Bons-en-Chablais;745596;74890;188299;134724;90360;104878;93004;120032;105884;101953
Bornel - Belle-Église;276717;60540;288300;236641;209769;297438;278858;305842;298770;287515
Bouffémont - Moisselles;276485;95570;1043644;981994;427733;1064575;1078777;1036366;1000990;962706
Boussay - La Bruffière;481176;44190;37644;21080;11096;13195;14045;18605;16363;17921
Boutigny-sur-Essonne;681478;91820;144265;151469;91214;174695;183549;193710;200565;206851
Bouzonville;193177;57320;18396;15501;12232;19477;23612;28274;27628;30252
Bram;615054;11150;104957;85448;57267;77466;55774;67119;62165;60963
Brax - Léguevin;611822;31490;183031;167990;148043;174997;191089;227273;239714;265796
Bressuire;487249;79300;21956;21044;16133;23722;23188;26896;25548;28442
Breuil - Romain;171322;51140;33261;25289;22209;19333;13976;13838;13118;23285
Breuillet Village;545491;91650;564922;608705;344155;683921;672723;665433;644494;621695
Briançon;763607;5100;173341;112464;99791;156681;142121;169834;183132;183995
Brimeux;317180;62170;2929;1330;380;152;3;451;514;1431
Brionne;415364;27800;25360;18951;10420;13096;9516;10354;8257;8258
Brunémont;345439;59151;3077;1600;1376;3148;3269;3335;3496;4370
Bruyères-sur-Oise;276451;95820;111426;110345;52202;112059;122599;111374;108183;102976
Bugeat;592162;19170;7024;5689;4761;7502;5992;5810;5815;7142
Buire-sur-l'Ancre;316067;80300;2648;2579;2843;2990;2632;3036;2704;2244
Bussière-Galant;592741;87230;18613;16465;12295;17746;15815;19077;21535;19921
Cagnes-sur-Mer;756320;6800;1152166;916468;747076;1343669;1180596;1264538;1022116;982487
Cahors;613000;46000;446653;352827;263846;331604;299131;355110;348633;358654
Calais;317263;62100;1173143;923165;757575;998639;895183;982337;999319;1074918
Campagnac - Saint-Geniez;783340;12560;998;479;531;763;770;915;487;846
Cantin;345413;59169;20021;19417;18436;46429;42550;45486;40890;44067
Cap-d'Ail;756395;6320;131052;95563;74013;99635;77459;89868;73501;67959
Capvern;671156;65130;7061;4907;3388;3638;3673;6742;7984;8146
Castelnau-d'Estrétefonds;611665;31620;346056;264320;208341;229548;201012;235142;223630;207877
Caudrot;582841;33490;9654;5966;5015;8034;6238;5031;5406;8742
Caudry;345561;59540;129414;101059;82399;128178;105680;115496;106785;115271
Cavaillon;765503;84300;216537;178501;124208;199358;172495;193612;181721;193683
Cenon;581595;33150;820456;582597;433419;674888;503076;462412;375609;348409
Cercy-la-Tour;696492;58340;31960;21102;15351;28653;26574;33395;33532;34819
Cernay (Val-d'Oise);276063;95120;2643784;2505968;1248094;2994643;3036288;3047339;3026905;2993023
Cesson;682161;77240;1723793;1220134;826308;2087642;2141123;2215556;2243095;2259694
